Wind Direction(compass),Wind Gust(mph),Screen Relative Humidity(%),Pressure(hpa),Wind Speed(mph),Temperature(C),Visibility(m),Weather Type,Pressure Tendency,Dew Point(C),Minutes Since 12o Clock,day,month,year,Wind Direction(compass) (t+1),Pressure(hpa) (t+1),Wind Speed(mph) (t+1),Temperature(C) (t+1),Visibility(m) (t+1),Weather Type (t+1)
10,17.0,87.7,1021.0,10.0,14.6,29000.0,0,1,12.6,360,7,10,2023,10.0,1022.0,6.0,14.9,28000.0,1.0
10,15.0,87.7,1022.0,6.0,14.9,28000.0,1,1,12.9,420,7,10,2023,10.0,1022.0,8.0,16.0,27000.0,1.0
10,13.0,83.3,1022.0,8.0,16.0,27000.0,1,1,13.2,480,7,10,2023,12.0,1023.0,15.0,17.9,30000.0,1.0
12,22.0,74.7,1023.0,15.0,17.9,30000.0,1,1,13.4,540,7,10,2023,12.0,1023.0,15.0,18.6,35000.0,1.0
12,25.0,71.5,1023.0,15.0,18.6,35000.0,1,1,13.4,600,7,10,2023,12.0,1023.0,13.0,20.5,35000.0,1.0
12,24.0,64.3,1023.0,13.0,20.5,35000.0,1,1,13.6,660,7,10,2023,12.0,1023.0,11.0,22.4,35000.0,1.0
12,21.0,57.5,1023.0,11.0,22.4,35000.0,1,1,13.7,720,7,10,2023,12.0,1022.0,14.0,23.6,35000.0,1.0
12,19.0,54.9,1022.0,14.0,23.6,35000.0,1,0,14.1,780,7,10,2023,12.0,1022.0,14.0,24.7,35000.0,3.0
12,19.0,51.0,1022.0,14.0,24.7,35000.0,3,0,14.0,840,7,10,2023,12.0,1022.0,13.0,23.9,30000.0,3.0
12,19.0,52.1,1022.0,13.0,23.9,30000.0,3,0,13.6,900,7,10,2023,12.0,1022.0,11.0,23.0,30000.0,8.0
12,19.0,54.4,1022.0,11.0,23.0,30000.0,8,1,13.4,960,7,10,2023,12.0,1022.0,11.0,23.0,30000.0,8.0
12,19.0,54.4,1022.0,11.0,23.0,30000.0,8,1,13.4,960,7,10,2023,11.0,1023.0,10.0,21.9,30000.0,1.0
11,16.0,54.1,1023.0,10.0,21.9,30000.0,1,1,12.3,1020,7,10,2023,10.0,1023.0,8.0,20.8,30000.0,0.0
10,15.0,61.5,1023.0,8.0,20.8,30000.0,0,1,13.2,1080,7,10,2023,11.0,1023.0,11.0,19.5,29000.0,0.0
11,16.0,77.0,1023.0,11.0,19.5,29000.0,0,1,15.4,1140,7,10,2023,10.0,1023.0,8.0,18.4,28000.0,0.0
10,16.0,81.4,1023.0,8.0,18.4,28000.0,0,1,15.2,1200,7,10,2023,10.0,1024.0,3.0,17.6,28000.0,0.0
10,11.0,83.5,1024.0,3.0,17.6,28000.0,0,1,14.8,1260,7,10,2023,11.0,1024.0,6.0,17.1,27000.0,0.0
11,9.0,84.0,1024.0,6.0,17.1,27000.0,0,1,14.4,1320,7,10,2023,10.0,1024.0,5.0,16.0,25000.0,8.0
10,9.0,87.7,1024.0,5.0,16.0,25000.0,8,1,14.0,1380,7,10,2023,10.0,1024.0,8.0,15.7,26000.0,0.0
10,11.0,89.0,1024.0,8.0,15.7,26000.0,0,2,13.9,0,8,10,2023,10.0,1024.0,9.0,15.2,24000.0,0.0
10,11.0,88.9,1024.0,9.0,15.2,24000.0,0,1,13.4,60,8,10,2023,11.0,1024.0,7.0,14.8,26000.0,8.0
11,11.0,88.3,1024.0,7.0,14.8,26000.0,8,0,12.9,120,8,10,2023,16.0,1024.0,2.0,14.4,23000.0,8.0
16,8.0,89.4,1024.0,2.0,14.4,23000.0,8,0,12.7,180,8,10,2023,13.0,1024.0,3.0,14.0,23000.0,7.0
13,5.0,92.4,1024.0,3.0,14.0,23000.0,7,0,12.8,240,8,10,2023,1.0,1024.0,0.0,12.8,8000.0,0.0
1,5.0,94.1,1024.0,0.0,12.8,8000.0,0,2,11.9,300,8,10,2023,10.0,1024.0,5.0,13.4,24000.0,0.0
10,7.0,96.1,1024.0,5.0,13.4,24000.0,0,1,12.8,360,8,10,2023,10.0,1024.0,3.0,14.3,28000.0,3.0
10,9.0,89.4,1024.0,3.0,14.3,28000.0,3,2,12.6,420,8,10,2023,12.0,1024.0,2.0,15.5,30000.0,3.0
12,7.0,85.5,1024.0,2.0,15.5,30000.0,3,1,13.1,480,8,10,2023,14.0,1024.0,2.0,17.3,30000.0,1.0
14,6.0,77.7,1024.0,2.0,17.3,30000.0,1,1,13.4,540,8,10,2023,13.0,1025.0,3.0,19.4,30000.0,1.0
13,7.0,64.4,1025.0,3.0,19.4,30000.0,1,1,12.6,600,8,10,2023,12.0,1025.0,3.0,22.1,35000.0,3.0
12,7.0,59.8,1025.0,3.0,22.1,35000.0,3,1,14.0,660,8,10,2023,13.0,1025.0,8.0,22.6,40000.0,8.0
13,11.0,55.3,1025.0,8.0,22.6,40000.0,8,1,13.3,720,8,10,2023,13.0,1024.0,7.0,23.8,45000.0,1.0
13,14.0,48.4,1024.0,7.0,23.8,45000.0,1,0,12.4,780,8,10,2023,11.0,1023.0,8.0,25.0,40000.0,1.0
11,15.0,45.3,1023.0,8.0,25.0,40000.0,1,0,12.5,840,8,10,2023,12.0,1023.0,10.0,25.1,40000.0,1.0
12,16.0,41.6,1023.0,10.0,25.1,40000.0,1,0,11.3,900,8,10,2023,11.0,1023.0,11.0,23.6,40000.0,1.0
11,15.0,45.8,1023.0,11.0,23.6,40000.0,1,0,11.4,960,8,10,2023,11.0,1023.0,11.0,23.6,40000.0,1.0
11,15.0,45.8,1023.0,11.0,23.6,40000.0,1,0,11.4,960,8,10,2023,11.0,1022.0,9.0,21.9,40000.0,7.0
11,14.0,55.2,1022.0,9.0,21.9,40000.0,7,0,12.6,1020,8,10,2023,11.0,1023.0,8.0,21.2,35000.0,8.0
11,14.0,61.6,1023.0,8.0,21.2,35000.0,8,0,13.6,1080,8,10,2023,11.0,1022.0,9.0,19.8,35000.0,8.0
11,13.0,67.6,1022.0,9.0,19.8,35000.0,8,0,13.7,1140,8,10,2023,11.0,1022.0,8.0,18.4,29000.0,0.0
11,13.0,72.4,1022.0,8.0,18.4,29000.0,0,1,13.4,1200,8,10,2023,10.0,1022.0,8.0,17.7,30000.0,0.0
10,13.0,76.2,1022.0,8.0,17.7,30000.0,0,0,13.5,1260,8,10,2023,11.0,1022.0,8.0,17.3,29000.0,8.0
11,15.0,78.7,1022.0,8.0,17.3,29000.0,8,0,13.6,1320,8,10,2023,11.0,1022.0,3.0,15.3,25000.0,0.0
11,10.0,84.3,1022.0,3.0,15.3,25000.0,0,0,12.7,1380,8,10,2023,12.0,1022.0,2.0,14.9,21000.0,2.0
12,5.0,89.4,1022.0,2.0,14.9,21000.0,2,0,13.2,0,9,10,2023,11.0,1022.0,3.0,14.2,19000.0,0.0
11,3.0,92.4,1022.0,3.0,14.2,19000.0,0,0,13.0,60,9,10,2023,11.0,1022.0,2.0,13.6,16000.0,8.0
11,3.0,93.0,1022.0,2.0,13.6,16000.0,8,0,12.5,120,9,10,2023,11.0,1021.0,3.0,13.5,22000.0,2.0
11,6.0,93.6,1021.0,3.0,13.5,22000.0,2,0,12.5,180,9,10,2023,10.0,1021.0,2.0,13.0,21000.0,8.0
10,6.0,93.0,1021.0,2.0,13.0,21000.0,8,0,11.9,240,9,10,2023,12.0,1021.0,3.0,13.0,22000.0,8.0
12,7.0,92.3,1021.0,3.0,13.0,22000.0,8,0,11.8,300,9,10,2023,12.0,1021.0,2.0,14.0,24000.0,8.0
12,13.0,87.6,1021.0,2.0,14.0,24000.0,8,0,12.0,360,9,10,2023,10.0,1022.0,3.0,14.5,24000.0,3.0
10,7.0,85.4,1022.0,3.0,14.5,24000.0,3,1,12.1,420,9,10,2023,13.0,1022.0,6.0,14.9,24000.0,1.0
13,10.0,83.2,1022.0,6.0,14.9,24000.0,1,1,12.1,480,9,10,2023,13.0,1022.0,5.0,16.1,24000.0,7.0
13,8.0,78.0,1022.0,5.0,16.1,24000.0,7,1,12.3,540,9,10,2023,13.0,1022.0,6.0,17.5,26000.0,1.0
13,9.0,74.2,1022.0,6.0,17.5,26000.0,1,1,12.9,600,9,10,2023,12.0,1022.0,6.0,19.5,29000.0,3.0
12,10.0,64.1,1022.0,6.0,19.5,29000.0,3,1,12.6,660,9,10,2023,13.0,1022.0,6.0,21.8,30000.0,1.0
13,10.0,59.7,1022.0,6.0,21.8,30000.0,1,0,13.7,720,9,10,2023,12.0,1021.0,5.0,23.2,28000.0,1.0
12,9.0,57.0,1021.0,5.0,23.2,28000.0,1,0,14.3,780,9,10,2023,12.0,1021.0,7.0,24.2,30000.0,1.0
12,11.0,54.7,1021.0,7.0,24.2,30000.0,1,0,14.6,840,9,10,2023,12.0,1021.0,7.0,24.5,30000.0,1.0
12,11.0,53.8,1021.0,7.0,24.5,30000.0,1,0,14.6,900,9,10,2023,12.0,1020.0,7.0,24.0,30000.0,1.0
12,10.0,55.7,1020.0,7.0,24.0,30000.0,1,0,14.7,960,9,10,2023,12.0,1020.0,7.0,24.0,30000.0,1.0
12,10.0,55.7,1020.0,7.0,24.0,30000.0,1,0,14.7,960,9,10,2023,13.0,1020.0,5.0,22.5,30000.0,1.0
13,9.0,56.1,1020.0,5.0,22.5,30000.0,1,0,13.4,1020,9,10,2023,12.0,1020.0,6.0,20.8,29000.0,0.0
12,9.0,64.8,1020.0,6.0,20.8,29000.0,0,0,14.0,1080,9,10,2023,11.0,1020.0,7.0,20.7,27000.0,0.0
11,9.0,68.3,1020.0,7.0,20.7,27000.0,0,1,14.7,1140,9,10,2023,11.0,1020.0,8.0,19.3,22000.0,0.0
11,13.0,73.6,1020.0,8.0,19.3,22000.0,0,0,14.5,1200,9,10,2023,12.0,1020.0,5.0,18.3,22000.0,0.0
12,9.0,79.3,1020.0,5.0,18.3,22000.0,0,0,14.7,1260,9,10,2023,11.0,1020.0,7.0,18.3,18000.0,0.0
11,10.0,79.9,1020.0,7.0,18.3,18000.0,0,2,14.8,1320,9,10,2023,10.0,1020.0,5.0,16.3,16000.0,0.0
10,11.0,85.5,1020.0,5.0,16.3,16000.0,0,0,13.9,1380,9,10,2023,10.0,1020.0,6.0,15.6,13000.0,0.0
10,8.0,90.7,1020.0,6.0,15.6,13000.0,0,0,14.1,0,10,10,2023,10.0,1019.0,3.0,15.0,10000.0,0.0
10,8.0,91.9,1019.0,3.0,15.0,10000.0,0,0,13.7,60,10,10,2023,10.0,1019.0,3.0,14.8,10000.0,0.0
10,9.0,93.1,1019.0,3.0,14.8,10000.0,0,0,13.7,120,10,10,2023,10.0,1019.0,6.0,14.6,10000.0,0.0
10,7.0,95.5,1019.0,6.0,14.6,10000.0,0,0,13.9,180,10,10,2023,10.0,1018.0,5.0,13.9,10000.0,2.0
10,7.0,95.5,1018.0,5.0,13.9,10000.0,2,0,13.2,240,10,10,2023,9.0,1018.0,5.0,14.2,14000.0,0.0
9,7.0,91.9,1018.0,5.0,14.2,14000.0,0,0,12.9,300,10,10,2023,11.0,1018.0,6.0,14.2,17000.0,0.0
11,8.0,87.1,1018.0,6.0,14.2,17000.0,0,0,12.1,360,10,10,2023,11.0,1018.0,6.0,14.5,21000.0,1.0
11,10.0,83.7,1018.0,6.0,14.5,21000.0,1,0,11.8,420,10,10,2023,11.0,1018.0,5.0,15.5,16000.0,1.0
11,9.0,85.5,1018.0,5.0,15.5,16000.0,1,0,13.1,480,10,10,2023,9.0,1017.0,6.0,17.2,14000.0,1.0
9,10.0,81.4,1017.0,6.0,17.2,14000.0,1,0,14.0,540,10,10,2023,11.0,1017.0,7.0,19.7,20000.0,1.0
11,13.0,74.1,1017.0,7.0,19.7,20000.0,1,0,15.0,600,10,10,2023,11.0,1017.0,8.0,22.0,30000.0,1.0
11,13.0,65.6,1017.0,8.0,22.0,30000.0,1,0,15.3,660,10,10,2023,12.0,1016.0,14.0,22.9,23000.0,1.0
12,18.0,58.5,1016.0,14.0,22.9,23000.0,1,0,14.4,720,10,10,2023,13.0,1016.0,13.0,21.8,26000.0,1.0
13,18.0,64.3,1016.0,13.0,21.8,26000.0,1,0,14.8,780,10,10,2023,12.0,1016.0,11.0,20.7,27000.0,7.0
12,18.0,66.6,1016.0,11.0,20.7,27000.0,7,0,14.3,840,10,10,2023,12.0,1015.0,10.0,21.0,30000.0,1.0
12,15.0,66.6,1015.0,10.0,21.0,30000.0,1,0,14.6,900,10,10,2023,12.0,1015.0,11.0,20.7,30000.0,3.0
12,18.0,66.2,1015.0,11.0,20.7,30000.0,3,0,14.2,960,10,10,2023,12.0,1015.0,11.0,20.7,30000.0,3.0
12,18.0,66.2,1015.0,11.0,20.7,30000.0,3,0,14.2,960,10,10,2023,12.0,1015.0,11.0,19.2,30000.0,8.0
12,17.0,71.7,1015.0,11.0,19.2,30000.0,8,0,14.0,1020,10,10,2023,10.0,1015.0,11.0,17.9,24000.0,8.0
10,18.0,79.8,1015.0,11.0,17.9,24000.0,8,0,14.4,1080,10,10,2023,10.0,1015.0,13.0,16.9,17000.0,8.0
10,19.0,85.2,1015.0,13.0,16.9,17000.0,8,1,14.4,1140,10,10,2023,11.0,1015.0,13.0,16.0,9000.0,8.0
11,19.0,87.8,1015.0,13.0,16.0,9000.0,8,2,14.0,1200,10,10,2023,11.0,1015.0,11.0,15.5,8000.0,5.0
11,19.0,90.1,1015.0,11.0,15.5,8000.0,5,0,13.9,1260,10,10,2023,11.0,1015.0,10.0,15.2,8000.0,5.0
11,16.0,90.1,1015.0,10.0,15.2,8000.0,5,0,13.6,1320,10,10,2023,10.0,1015.0,7.0,14.7,9000.0,0.0
10,15.0,91.2,1015.0,7.0,14.7,9000.0,0,0,13.3,1380,10,10,2023,10.0,1014.0,6.0,14.5,9000.0,8.0
10,10.0,92.4,1014.0,6.0,14.5,9000.0,8,0,13.3,0,11,10,2023,10.0,1014.0,7.0,14.8,10000.0,8.0
10,10.0,91.9,1014.0,7.0,14.8,10000.0,8,0,13.5,60,11,10,2023,10.0,1014.0,9.0,15.1,12000.0,8.0
10,15.0,89.5,1014.0,9.0,15.1,12000.0,8,0,13.4,120,11,10,2023,10.0,1013.0,9.0,15.4,13000.0,8.0
10,16.0,90.2,1013.0,9.0,15.4,13000.0,8,0,13.8,180,11,10,2023,10.0,1013.0,11.0,15.9,15000.0,8.0
10,17.0,89.6,1013.0,11.0,15.9,15000.0,8,0,14.2,240,11,10,2023,11.0,1013.0,8.0,16.3,19000.0,8.0
11,16.0,89.6,1013.0,8.0,16.3,19000.0,8,0,14.6,300,11,10,2023,10.0,1013.0,11.0,17.0,22000.0,8.0
10,17.0,87.4,1013.0,11.0,17.0,22000.0,8,0,14.9,360,11,10,2023,10.0,1013.0,9.0,17.4,22000.0,8.0
10,16.0,86.8,1013.0,9.0,17.4,22000.0,8,1,15.2,420,11,10,2023,11.0,1013.0,10.0,18.0,23000.0,8.0
11,15.0,86.3,1013.0,10.0,18.0,23000.0,8,1,15.7,480,11,10,2023,10.0,1013.0,13.0,18.8,27000.0,8.0
10,21.0,83.1,1013.0,13.0,18.8,27000.0,8,1,15.9,540,11,10,2023,10.0,1013.0,14.0,18.9,26000.0,8.0
10,21.0,82.1,1013.0,14.0,18.9,26000.0,8,0,15.8,600,11,10,2023,10.0,1013.0,11.0,18.6,19000.0,8.0
10,22.0,82.1,1013.0,11.0,18.6,19000.0,8,0,15.5,660,11,10,2023,10.0,1012.0,16.0,19.3,13000.0,3.0
10,22.0,77.6,1012.0,16.0,19.3,13000.0,3,0,15.3,720,11,10,2023,10.0,1011.0,14.0,19.7,16000.0,8.0
10,22.0,72.7,1011.0,14.0,19.7,16000.0,8,0,14.7,780,11,10,2023,10.0,1011.0,15.0,18.9,19000.0,8.0
10,23.0,73.1,1011.0,15.0,18.9,19000.0,8,0,14.0,840,11,10,2023,10.0,1011.0,16.0,18.4,23000.0,8.0
10,25.0,74.0,1011.0,16.0,18.4,23000.0,8,0,13.7,900,11,10,2023,11.0,1011.0,13.0,17.7,20000.0,8.0
11,23.0,79.3,1011.0,13.0,17.7,20000.0,8,0,14.1,960,11,10,2023,11.0,1011.0,13.0,17.7,20000.0,8.0
11,23.0,79.3,1011.0,13.0,17.7,20000.0,8,0,14.1,960,11,10,2023,11.0,1011.0,13.0,17.5,19000.0,8.0
11,23.0,77.3,1011.0,13.0,17.5,19000.0,8,1,13.5,1020,11,10,2023,11.0,1011.0,10.0,17.2,18000.0,8.0
11,17.0,78.8,1011.0,10.0,17.2,18000.0,8,1,13.5,1080,11,10,2023,11.0,1012.0,11.0,16.6,5000.0,12.0
11,17.0,85.6,1012.0,11.0,16.6,5000.0,12,1,14.2,1140,11,10,2023,10.0,1012.0,10.0,16.0,12000.0,12.0
10,17.0,90.2,1012.0,10.0,16.0,12000.0,12,1,14.4,1200,11,10,2023,11.0,1012.0,9.0,15.8,8000.0,12.0
11,16.0,92.5,1012.0,9.0,15.8,8000.0,12,1,14.6,1260,11,10,2023,9.0,1011.0,8.0,15.7,3400.0,12.0
9,15.0,95.6,1011.0,8.0,15.7,3400.0,12,0,15.0,1320,11,10,2023,12.0,1011.0,2.0,15.7,5000.0,12.0
12,9.0,95.6,1011.0,2.0,15.7,5000.0,12,0,15.0,1380,11,10,2023,8.0,1011.0,3.0,15.8,6000.0,8.0
8,5.0,96.2,1011.0,3.0,15.8,6000.0,8,0,15.2,0,12,10,2023,9.0,1011.0,5.0,15.9,7000.0,8.0
9,7.0,96.8,1011.0,5.0,15.9,7000.0,8,0,15.4,60,12,10,2023,10.0,1011.0,5.0,15.9,1700.0,12.0
10,8.0,96.8,1011.0,5.0,15.9,1700.0,12,0,15.4,120,12,10,2023,1.0,1011.0,5.0,14.0,800.0,15.0
1,9.0,95.5,1011.0,5.0,14.0,800.0,15,0,13.3,180,12,10,2023,2.0,1011.0,7.0,12.9,3100.0,15.0
2,13.0,97.4,1011.0,7.0,12.9,3100.0,15,0,12.5,240,12,10,2023,2.0,1011.0,5.0,12.8,3500.0,11.0
2,13.0,97.4,1011.0,5.0,12.8,3500.0,11,2,12.4,300,12,10,2023,3.0,1011.0,7.0,12.6,3200.0,11.0
3,11.0,97.4,1011.0,7.0,12.6,3200.0,11,1,12.2,360,12,10,2023,3.0,1011.0,6.0,12.7,1600.0,11.0
3,11.0,98.0,1011.0,6.0,12.7,1600.0,11,1,12.4,420,12,10,2023,1.0,1012.0,3.0,12.9,2800.0,11.0
1,8.0,98.1,1012.0,3.0,12.9,2800.0,11,1,12.6,480,12,10,2023,1.0,1012.0,5.0,13.1,9000.0,8.0
1,9.0,98.1,1012.0,5.0,13.1,9000.0,8,1,12.8,540,12,10,2023,1.0,1012.0,3.0,13.1,3200.0,11.0
1,8.0,97.4,1012.0,3.0,13.1,3200.0,11,1,12.7,600,12,10,2023,16.0,1012.0,3.0,13.5,19000.0,8.0
16,7.0,96.1,1012.0,3.0,13.5,19000.0,8,1,12.9,660,12,10,2023,13.0,1012.0,3.0,13.7,3900.0,5.0
13,7.0,95.5,1012.0,3.0,13.7,3900.0,5,1,13.0,720,12,10,2023,13.0,1012.0,6.0,14.4,21000.0,8.0
13,8.0,93.7,1012.0,6.0,14.4,21000.0,8,1,13.4,780,12,10,2023,14.0,1012.0,3.0,14.7,8000.0,8.0
14,9.0,94.3,1012.0,3.0,14.7,8000.0,8,0,13.8,840,12,10,2023,13.0,1012.0,6.0,15.3,35000.0,8.0
13,8.0,92.5,1012.0,6.0,15.3,35000.0,8,0,14.1,900,12,10,2023,12.0,1012.0,6.0,15.5,30000.0,8.0
12,9.0,91.3,1012.0,6.0,15.5,30000.0,8,0,14.1,960,12,10,2023,12.0,1012.0,6.0,15.5,30000.0,8.0
12,9.0,91.3,1012.0,6.0,15.5,30000.0,8,0,14.1,960,12,10,2023,14.0,1012.0,3.0,15.2,25000.0,8.0
14,7.0,92.5,1012.0,3.0,15.2,25000.0,8,0,14.0,1020,12,10,2023,15.0,1012.0,2.0,15.2,22000.0,8.0
15,6.0,92.5,1012.0,2.0,15.2,22000.0,8,0,14.0,1080,12,10,2023,3.0,1011.0,2.0,15.8,20000.0,8.0
3,7.0,92.5,1011.0,2.0,15.8,20000.0,8,0,14.6,1140,12,10,2023,9.0,1011.0,7.0,16.4,19000.0,8.0
9,10.0,94.4,1011.0,7.0,16.4,19000.0,8,0,15.5,1200,12,10,2023,10.0,1011.0,10.0,16.4,7000.0,12.0
10,15.0,93.8,1011.0,10.0,16.4,7000.0,12,0,15.4,1260,12,10,2023,9.0,1010.0,9.0,16.3,12000.0,12.0
9,16.0,95.0,1010.0,9.0,16.3,12000.0,12,0,15.5,1320,12,10,2023,9.0,1009.0,6.0,16.0,3700.0,12.0
9,17.0,96.2,1009.0,6.0,16.0,3700.0,12,0,15.4,1380,12,10,2023,8.0,1008.0,9.0,15.7,5000.0,12.0
8,13.0,96.8,1008.0,9.0,15.7,5000.0,12,0,15.2,0,13,10,2023,8.0,1006.0,10.0,15.9,7000.0,12.0
8,15.0,97.5,1006.0,10.0,15.9,7000.0,12,0,15.5,60,13,10,2023,10.0,1005.0,15.0,16.4,4500.0,12.0
10,24.0,94.4,1005.0,15.0,16.4,4500.0,12,0,15.5,120,13,10,2023,9.0,1004.0,8.0,15.9,13000.0,12.0
9,19.0,93.7,1004.0,8.0,15.9,13000.0,12,0,14.9,180,13,10,2023,9.0,1002.0,15.0,16.9,9000.0,12.0
9,23.0,94.4,1002.0,15.0,16.9,9000.0,12,0,16.0,240,13,10,2023,10.0,1001.0,21.0,18.0,3600.0,12.0
10,30.0,89.2,1001.0,21.0,18.0,3600.0,12,0,16.2,300,13,10,2023,10.0,1000.0,18.0,18.8,17000.0,8.0
10,31.0,84.8,1000.0,18.0,18.8,17000.0,8,0,16.2,360,13,10,2023,10.0,1000.0,19.0,19.3,19000.0,8.0
10,36.0,82.8,1000.0,19.0,19.3,19000.0,8,0,16.3,420,13,10,2023,10.0,999.0,19.0,18.2,4100.0,15.0
10,31.0,92.1,999.0,19.0,18.2,4100.0,15,0,16.9,480,13,10,2023,10.0,1000.0,19.0,17.8,2000.0,12.0
10,32.0,89.8,1000.0,19.0,17.8,2000.0,12,0,16.1,540,13,10,2023,10.0,1000.0,17.0,17.9,13000.0,11.0
10,30.0,93.8,1000.0,17.0,17.9,13000.0,11,1,16.9,600,13,10,2023,10.0,1000.0,15.0,19.3,30000.0,12.0
10,23.0,91.1,1000.0,15.0,19.3,30000.0,12,1,17.8,660,13,10,2023,11.0,999.0,19.0,20.0,25000.0,8.0
11,29.0,79.7,999.0,19.0,20.0,25000.0,8,0,16.4,720,13,10,2023,11.0,999.0,19.0,20.0,25000.0,8.0
11,33.0,74.9,999.0,19.0,20.0,25000.0,8,0,15.4,780,13,10,2023,11.0,999.0,21.0,19.9,29000.0,3.0
11,31.0,71.6,999.0,21.0,19.9,29000.0,3,0,14.6,840,13,10,2023,11.0,998.0,23.0,19.5,14000.0,12.0
11,36.0,72.9,998.0,23.0,19.5,14000.0,12,0,14.5,900,13,10,2023,11.0,998.0,19.0,18.8,28000.0,8.0
11,34.0,77.1,998.0,19.0,18.8,28000.0,8,0,14.7,960,13,10,2023,11.0,998.0,19.0,18.8,28000.0,8.0
11,34.0,77.1,998.0,19.0,18.8,28000.0,8,0,14.7,960,13,10,2023,11.0,998.0,16.0,18.6,30000.0,8.0
11,30.0,77.1,998.0,16.0,18.6,30000.0,8,0,14.5,1020,13,10,2023,16.0,1000.0,10.0,12.7,6000.0,15.0
16,30.0,91.8,1000.0,10.0,12.7,6000.0,15,1,11.4,1080,13,10,2023,15.0,1002.0,11.0,11.6,3100.0,12.0
15,17.0,93.6,1002.0,11.0,11.6,3100.0,12,1,10.6,1140,13,10,2023,14.0,1003.0,6.0,11.1,30000.0,8.0
14,21.0,89.2,1003.0,6.0,11.1,30000.0,8,1,9.4,1200,13,10,2023,14.0,1005.0,7.0,10.4,26000.0,0.0
14,13.0,88.0,1005.0,7.0,10.4,26000.0,0,1,8.5,1260,13,10,2023,13.0,1006.0,8.0,10.0,27000.0,0.0
13,14.0,86.2,1006.0,8.0,10.0,27000.0,0,1,7.8,1320,13,10,2023,13.0,1007.0,10.0,9.7,29000.0,0.0
13,16.0,84.3,1007.0,10.0,9.7,29000.0,0,1,7.2,1380,13,10,2023,13.0,1009.0,9.0,9.6,30000.0,0.0
13,17.0,80.9,1009.0,9.0,9.6,30000.0,0,1,6.5,0,14,10,2023,13.0,1010.0,10.0,9.1,30000.0,0.0
13,19.0,84.8,1010.0,10.0,9.1,30000.0,0,1,6.7,60,14,10,2023,13.0,1011.0,10.0,8.2,30000.0,0.0
13,17.0,89.0,1011.0,10.0,8.2,30000.0,0,1,6.5,120,14,10,2023,13.0,1012.0,9.0,8.0,30000.0,0.0
13,15.0,90.2,1012.0,9.0,8.0,30000.0,0,1,6.5,180,14,10,2023,13.0,1013.0,9.0,7.5,30000.0,0.0
13,13.0,92.1,1013.0,9.0,7.5,30000.0,0,1,6.3,240,14,10,2023,13.0,1013.0,10.0,7.5,30000.0,0.0
13,15.0,91.4,1013.0,10.0,7.5,30000.0,0,1,6.2,300,14,10,2023,13.0,1014.0,9.0,7.6,29000.0,0.0
13,13.0,91.4,1014.0,9.0,7.6,29000.0,0,1,6.3,360,14,10,2023,13.0,1015.0,9.0,7.4,30000.0,1.0
13,14.0,91.4,1015.0,9.0,7.4,30000.0,1,1,6.1,420,14,10,2023,13.0,1016.0,10.0,8.7,30000.0,1.0
13,14.0,89.0,1016.0,10.0,8.7,30000.0,1,1,7.0,480,14,10,2023,13.0,1016.0,10.0,10.0,35000.0,1.0
13,16.0,79.2,1016.0,10.0,10.0,35000.0,1,1,6.6,540,14,10,2023,13.0,1017.0,10.0,11.4,35000.0,3.0
13,18.0,72.6,1017.0,10.0,11.4,35000.0,3,1,6.7,600,14,10,2023,13.0,1018.0,9.0,12.3,40000.0,3.0
13,18.0,67.4,1018.0,9.0,12.3,40000.0,3,1,6.5,660,14,10,2023,14.0,1018.0,10.0,12.4,50000.0,3.0
14,17.0,61.2,1018.0,10.0,12.4,50000.0,3,1,5.2,720,14,10,2023,13.0,1018.0,10.0,13.1,50000.0,1.0
13,17.0,59.6,1018.0,10.0,13.1,50000.0,1,1,5.5,780,14,10,2023,14.0,1019.0,11.0,12.0,35000.0,12.0
14,17.0,62.7,1019.0,11.0,12.0,35000.0,12,1,5.2,840,14,10,2023,14.0,1019.0,9.0,13.6,55000.0,1.0
14,13.0,56.8,1019.0,9.0,13.6,55000.0,1,1,5.3,900,14,10,2023,16.0,1019.0,8.0,11.6,45000.0,8.0
16,16.0,61.3,1019.0,8.0,11.6,45000.0,8,1,4.5,960,14,10,2023,16.0,1019.0,8.0,11.6,45000.0,8.0
16,16.0,61.3,1019.0,8.0,11.6,45000.0,8,1,4.5,960,14,10,2023,14.0,1020.0,3.0,10.9,50000.0,7.0
14,14.0,68.0,1020.0,3.0,10.9,50000.0,7,1,5.3,1020,14,10,2023,14.0,1020.0,6.0,10.3,60000.0,2.0
14,16.0,65.9,1020.0,6.0,10.3,60000.0,2,1,4.3,1080,14,10,2023,13.0,1021.0,5.0,8.9,45000.0,0.0
13,9.0,73.1,1021.0,5.0,8.9,45000.0,0,1,4.4,1140,14,10,2023,13.0,1021.0,6.0,8.9,50000.0,0.0
13,10.0,77.3,1021.0,6.0,8.9,50000.0,0,1,5.2,1200,14,10,2023,13.0,1022.0,3.0,8.3,35000.0,0.0
13,10.0,80.5,1022.0,3.0,8.3,35000.0,0,1,5.2,1260,14,10,2023,13.0,1022.0,6.0,7.9,35000.0,0.0
13,10.0,81.7,1022.0,6.0,7.9,35000.0,0,1,5.0,1320,14,10,2023,13.0,1022.0,7.0,7.2,40000.0,0.0
13,13.0,85.7,1022.0,7.0,7.2,40000.0,0,1,5.0,1380,14,10,2023,13.0,1023.0,6.0,6.6,40000.0,0.0
